Product Name,Available Quantity,Color,Size,Size Name,Price,Sale Price,Price Type,Date,Location,ID,Variant ID,SKU
PIMA ANKLE LEGGINGS,457,white,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408638,220991801L
PIMA ANKLE LEGGINGS,321,white,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408639,220991801M
PIMA ANKLE LEGGINGS,259,white,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408640,220991801S
PIMA ANKLE LEGGINGS,139,white,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408641,220991801XL
PIMA ANKLE LEGGINGS,132,white,XS,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408642,220991801XS
PIMA ANKLE LEGGINGS,204,white,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408658,220992801LP
PIMA ANKLE LEGGINGS,210,white,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408659,220992801MP
PIMA ANKLE LEGGINGS,264,white,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408660,220992801SP
PIMA ANKLE LEGGINGS,102,white,XLP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408661,220992801XLP
PIMA ANKLE LEGGINGS,161,white,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408662,220992801XSP
PIMA ANKLE LEGGINGS,178,white,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,801,408677,220993801LT
PIMA ANKLE LEGGINGS,172,white,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,801,408678,220993801MT
PIMA ANKLE LEGGINGS,93,white,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,801,408679,220993801ST
PIMA ANKLE LEGGINGS,83,white,XLT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,801,408680,220993801XLT
PIMA ANKLE LEGGINGS,180,white,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,801,408693,2209948011X
PIMA ANKLE LEGGINGS,282,white,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,801,408694,2209948012X
PIMA ANKLE LEGGINGS,169,white,3X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,801,408695,2209948013X
PIMA ANKLE LEGGINGS,55,white,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,801,408696,2209948014X
PIMA ANKLE LEGGINGS,8489,black,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408633,220991780L
PIMA ANKLE LEGGINGS,9418,black,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408634,220991780M
PIMA ANKLE LEGGINGS,5009,black,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408635,220991780S
PIMA ANKLE LEGGINGS,5183,black,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408636,220991780XL
PIMA ANKLE LEGGINGS,1647,black,XS,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408637,220991780XS
PIMA ANKLE LEGGINGS,285,dark grey heather,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408643,220991ESSL
PIMA ANKLE LEGGINGS,215,dark grey heather,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408644,220991ESSM
PIMA ANKLE LEGGINGS,34,dark grey heather,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408645,220991ESSS
PIMA ANKLE LEGGINGS,168,dark grey heather,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408646,220991ESSXL
PIMA ANKLE LEGGINGS,112,dark grey heather,XS,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408647,220991ESSXS
PIMA ANKLE LEGGINGS,2224,deep blue,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408648,220991FXNL
PIMA ANKLE LEGGINGS,2492,deep blue,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408649,220991FXNM
PIMA ANKLE LEGGINGS,1331,deep blue,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408650,220991FXNS
PIMA ANKLE LEGGINGS,1324,deep blue,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408651,220991FXNXL
PIMA ANKLE LEGGINGS,477,deep blue,XS,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408652,220991FXNXS
PIMA ANKLE LEGGINGS,3018,black,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408653,220992780LP
PIMA ANKLE LEGGINGS,4015,black,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408654,220992780MP
PIMA ANKLE LEGGINGS,3134,black,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408655,220992780SP
PIMA ANKLE LEGGINGS,1717,black,XLP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408656,220992780XLP
PIMA ANKLE LEGGINGS,1400,black,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408657,220992780XSP
PIMA ANKLE LEGGINGS,10,dark grey heather,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408663,220992ESSLP
PIMA ANKLE LEGGINGS,0,dark grey heather,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408664,220992ESSMP
PIMA ANKLE LEGGINGS,14,dark grey heather,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408665,220992ESSSP
PIMA ANKLE LEGGINGS,39,dark grey heather,XLP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408666,220992ESSXLP
PIMA ANKLE LEGGINGS,28,dark grey heather,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408667,220992ESSXSP
PIMA ANKLE LEGGINGS,849,deep blue,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408668,220992FXNLP
PIMA ANKLE LEGGINGS,1013,deep blue,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408669,220992FXNMP
PIMA ANKLE LEGGINGS,720,deep blue,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408670,220992FXNSP
PIMA ANKLE LEGGINGS,527,deep blue,XLP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408671,220992FXNXLP
PIMA ANKLE LEGGINGS,377,deep blue,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408672,220992FXNXSP
PIMA ANKLE LEGGINGS,1860,black,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,780,408673,220993780LT
PIMA ANKLE LEGGINGS,1683,black,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,780,408674,220993780MT
PIMA ANKLE LEGGINGS,864,black,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,780,408675,220993780ST
PIMA ANKLE LEGGINGS,1130,black,XLT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,780,408676,220993780XLT
PIMA ANKLE LEGGINGS,118,dark grey heather,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,ESS,408681,220993ESSLT
PIMA ANKLE LEGGINGS,33,dark grey heather,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,ESS,408682,220993ESSMT
PIMA ANKLE LEGGINGS,49,dark grey heather,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,ESS,408683,220993ESSST
PIMA ANKLE LEGGINGS,6,dark grey heather,XLT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,ESS,408684,220993ESSXLT
PIMA ANKLE LEGGINGS,504,deep blue,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408685,220993FXNLT
PIMA ANKLE LEGGINGS,456,deep blue,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408686,220993FXNMT
PIMA ANKLE LEGGINGS,197,deep blue,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408687,220993FXNST
PIMA ANKLE LEGGINGS,355,deep blue,XLT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408688,220993FXNXLT
PIMA ANKLE LEGGINGS,1365,black,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,780,408689,2209947801X
PIMA ANKLE LEGGINGS,2637,black,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,780,408690,2209947802X
PIMA ANKLE LEGGINGS,1579,black,3X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,780,408691,2209947803X
PIMA ANKLE LEGGINGS,684,black,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,780,408692,2209947804X
PIMA ANKLE LEGGINGS,100,dark grey heather,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,ESS,408697,220994ESS1X
PIMA ANKLE LEGGINGS,169,dark grey heather,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,ESS,408698,220994ESS2X
PIMA ANKLE LEGGINGS,178,dark grey heather,3X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,ESS,408699,220994ESS3X
PIMA ANKLE LEGGINGS,66,dark grey heather,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,ESS,408700,220994ESS4X
PIMA ANKLE LEGGINGS,325,deep blue,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,FXN,408701,220994FXN1X
PIMA ANKLE LEGGINGS,686,deep blue,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,FXN,408702,220994FXN2X
PIMA ANKLE LEGGINGS,361,deep blue,3X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,FXN,408703,220994FXN3X
PIMA ANKLE LEGGINGS,233,deep blue,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,FXN,408704,220994FXN4X
PIMA ANKLE LEGGINGS,717,peat moss,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412010,2209912KCL
PIMA ANKLE LEGGINGS,693,peat moss,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412011,2209912KCM
PIMA ANKLE LEGGINGS,447,peat moss,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412012,2209912KCS
PIMA ANKLE LEGGINGS,220,peat moss,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412013,2209912KCXL
PIMA ANKLE LEGGINGS,200,peat moss,XS,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412014,2209912KCXS
PIMA ANKLE LEGGINGS,93,peat moss,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412020,2209922KCLP
PIMA ANKLE LEGGINGS,76,peat moss,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412021,2209922KCMP
PIMA ANKLE LEGGINGS,102,peat moss,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412022,2209922KCSP
PIMA ANKLE LEGGINGS,47,peat moss,XLP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412023,2209922KCXLP
PIMA ANKLE LEGGINGS,53,peat moss,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412024,2209922KCXSP
PIMA ANKLE LEGGINGS,171,peat moss,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,2KC,412030,2209932KCLT
PIMA ANKLE LEGGINGS,139,peat moss,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,2KC,412031,2209932KCMT
PIMA ANKLE LEGGINGS,50,peat moss,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,2KC,412032,2209932KCST
PIMA ANKLE LEGGINGS,66,peat moss,XLT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,2KC,412033,2209932KCXLT
PIMA ANKLE LEGGINGS,129,peat moss,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,2KC,412038,2209942KC1X
PIMA ANKLE LEGGINGS,209,peat moss,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,2KC,412039,2209942KC2X
PIMA ANKLE LEGGINGS,117,peat moss,3X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,2KC,412040,2209942KC3X
PIMA ANKLE LEGGINGS,35,peat moss,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,2KC,412041,2209942KC4X
PIMA ANKLE LEGGINGS,316,white,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408639,220991801M
PIMA ANKLE LEGGINGS,308,white,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408640,220991801S
PIMA ANKLE LEGGINGS,135,white,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,801,408641,220991801XL
PIMA ANKLE LEGGINGS,202,white,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408658,220992801LP
PIMA ANKLE LEGGINGS,261,white,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,801,408660,220992801SP
PIMA ANKLE LEGGINGS,181,white,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,801,408693,2209948011X
PIMA ANKLE LEGGINGS,8480,black,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408633,220991780L
PIMA ANKLE LEGGINGS,9411,black,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408634,220991780M
PIMA ANKLE LEGGINGS,5007,black,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408635,220991780S
PIMA ANKLE LEGGINGS,5177,black,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,780,408636,220991780XL
PIMA ANKLE LEGGINGS,284,dark grey heather,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408643,220991ESSL
PIMA ANKLE LEGGINGS,213,dark grey heather,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408644,220991ESSM
PIMA ANKLE LEGGINGS,32,dark grey heather,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408645,220991ESSS
PIMA ANKLE LEGGINGS,167,dark grey heather,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,ESS,408646,220991ESSXL
PIMA ANKLE LEGGINGS,2223,deep blue,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408648,220991FXNL
PIMA ANKLE LEGGINGS,2488,deep blue,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408649,220991FXNM
PIMA ANKLE LEGGINGS,1329,deep blue,S,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408650,220991FXNS
PIMA ANKLE LEGGINGS,1322,deep blue,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408651,220991FXNXL
PIMA ANKLE LEGGINGS,474,deep blue,XS,Misses,39.00,39.00,full price,2021-08-01,3J006B,FXN,408652,220991FXNXS
PIMA ANKLE LEGGINGS,3013,black,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408653,220992780LP
PIMA ANKLE LEGGINGS,4009,black,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408654,220992780MP
PIMA ANKLE LEGGINGS,3133,black,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408655,220992780SP
PIMA ANKLE LEGGINGS,1716,black,XLP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408656,220992780XLP
PIMA ANKLE LEGGINGS,1399,black,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,780,408657,220992780XSP
PIMA ANKLE LEGGINGS,7,dark grey heather,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408663,220992ESSLP
PIMA ANKLE LEGGINGS,13,dark grey heather,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408665,220992ESSSP
PIMA ANKLE LEGGINGS,27,dark grey heather,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,ESS,408667,220992ESSXSP
PIMA ANKLE LEGGINGS,845,deep blue,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408668,220992FXNLP
PIMA ANKLE LEGGINGS,1012,deep blue,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408669,220992FXNMP
PIMA ANKLE LEGGINGS,719,deep blue,SP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408670,220992FXNSP
PIMA ANKLE LEGGINGS,376,deep blue,XSP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,FXN,408672,220992FXNXSP
PIMA ANKLE LEGGINGS,1859,black,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,780,408673,220993780LT
PIMA ANKLE LEGGINGS,1682,black,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,780,408674,220993780MT
PIMA ANKLE LEGGINGS,117,dark grey heather,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,ESS,408681,220993ESSLT
PIMA ANKLE LEGGINGS,48,dark grey heather,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,ESS,408683,220993ESSST
PIMA ANKLE LEGGINGS,503,deep blue,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408685,220993FXNLT
PIMA ANKLE LEGGINGS,457,deep blue,MT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408686,220993FXNMT
PIMA ANKLE LEGGINGS,196,deep blue,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,FXN,408687,220993FXNST
PIMA ANKLE LEGGINGS,1364,black,1X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,780,408689,2209947801X
PIMA ANKLE LEGGINGS,681,black,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,780,408692,2209947804X
PIMA ANKLE LEGGINGS,170,dark grey heather,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,ESS,408698,220994ESS2X
PIMA ANKLE LEGGINGS,684,deep blue,2X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,FXN,408702,220994FXN2X
PIMA ANKLE LEGGINGS,232,deep blue,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,FXN,408704,220994FXN4X
PIMA ANKLE LEGGINGS,716,peat moss,L,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412010,2209912KCL
PIMA ANKLE LEGGINGS,690,peat moss,M,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412011,2209912KCM
PIMA ANKLE LEGGINGS,219,peat moss,XL,Misses,39.00,39.00,full price,2021-08-01,3J006B,2KC,412013,2209912KCXL
PIMA ANKLE LEGGINGS,90,peat moss,LP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412020,2209922KCLP
PIMA ANKLE LEGGINGS,75,peat moss,MP,Petite,39.00,39.00,full price,2021-08-01,3J006BP,2KC,412021,2209922KCMP
PIMA ANKLE LEGGINGS,170,peat moss,LT,Tall,39.00,39.00,full price,2021-08-01,3J006BT,2KC,412030,2209932KCLT
PIMA ANKLE LEGGINGS,49,peat moss,ST,Tall,39.00,39.00,full price,2021-08-01,3J006BT,2KC,412032,2209932KCST
PIMA ANKLE LEGGINGS,34,peat moss,4X,Womens,45.00,45.00,full price,2021-08-01,3J006BW,2KC,412041,2209942KC4X
WE LAYERING TANK,548,pink champagne,L,Misses,49.00,49.00,full price,2021-08-01,3J056A,3VP,447017,1987313VPL
WE LAYERING TANK,571,pink champagne,M,Misses,49.00,49.00,full price,2021-08-01,3J056A,3VP,447018,1987313VPM
WE LAYERING TANK,321,pink champagne,S,Misses,49.00,49.00,full price,2021-08-01,3J056A,3VP,447019,1987313VPS
WE LAYERING TANK,307,pink champagne,XL,Misses,49.00,49.00,full price,2021-08-01,3J056A,3VP,447020,1987313VPXL
WE LAYERING TANK,103,pink champagne,XS,Misses,49.00,49.00,full price,2021-08-01,3J056A,3VP,447021,1987313VPXS
WE LAYERING TANK,153,pink champagne,LP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,3VP,447032,1987323VPLP
WE LAYERING TANK,173,pink champagne,MP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,3VP,447033,1987323VPMP
WE LAYERING TANK,121,pink champagne,SP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,3VP,447034,1987323VPSP
WE LAYERING TANK,80,pink champagne,XLP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,3VP,447035,1987323VPXLP
WE LAYERING TANK,56,pink champagne,XSP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,3VP,447036,1987323VPXSP
WE LAYERING TANK,92,pink champagne,LT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,3VP,447047,1987333VPLT
WE LAYERING TANK,78,pink champagne,MT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,3VP,447048,1987333VPMT
WE LAYERING TANK,24,pink champagne,ST,Tall,49.00,49.00,full price,2021-08-01,3J056AT,3VP,447049,1987333VPST
WE LAYERING TANK,73,pink champagne,XLT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,3VP,447050,1987333VPXLT
WE LAYERING TANK,92,pink champagne,1X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,3VP,447059,1987343VP1X
WE LAYERING TANK,200,pink champagne,2X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,3VP,447060,1987343VP2X
WE LAYERING TANK,100,pink champagne,3X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,3VP,447061,1987343VP3X
WE LAYERING TANK,36,pink champagne,4X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,3VP,447062,1987343VP4X
WE LAYERING TANK,240,black lovely garden,L,Misses,59.00,59.00,full price,2021-08-01,3J056A,3CR,451772,1987313CRL
WE LAYERING TANK,308,black lovely garden,M,Misses,59.00,59.00,full price,2021-08-01,3J056A,3CR,451773,1987313CRM
WE LAYERING TANK,375,black lovely garden,S,Misses,59.00,59.00,full price,2021-08-01,3J056A,3CR,451774,1987313CRS
WE LAYERING TANK,219,black lovely garden,XL,Misses,59.00,59.00,full price,2021-08-01,3J056A,3CR,451775,1987313CRXL
WE LAYERING TANK,640,black lovely garden,XS,Misses,59.00,59.00,full price,2021-08-01,3J056A,3CR,451776,1987313CRXS
WE LAYERING TANK,69,black lovely garden,LP,Petite,59.00,59.00,full price,2021-08-01,3J056AP,3CR,451777,1987323CRLP
WE LAYERING TANK,101,black lovely garden,MP,Petite,59.00,59.00,full price,2021-08-01,3J056AP,3CR,451778,1987323CRMP
WE LAYERING TANK,108,black lovely garden,SP,Petite,59.00,59.00,full price,2021-08-01,3J056AP,3CR,451779,1987323CRSP
WE LAYERING TANK,72,black lovely garden,XLP,Petite,59.00,59.00,full price,2021-08-01,3J056AP,3CR,451780,1987323CRXLP
WE LAYERING TANK,220,black lovely garden,XSP,Petite,59.00,59.00,full price,2021-08-01,3J056AP,3CR,451781,1987323CRXSP
WE LAYERING TANK,72,black lovely garden,LT,Tall,59.00,59.00,full price,2021-08-01,3J056AT,3CR,451782,1987333CRLT
WE LAYERING TANK,77,black lovely garden,MT,Tall,59.00,59.00,full price,2021-08-01,3J056AT,3CR,451783,1987333CRMT
WE LAYERING TANK,69,black lovely garden,ST,Tall,59.00,59.00,full price,2021-08-01,3J056AT,3CR,451784,1987333CRST
WE LAYERING TANK,47,black lovely garden,XLT,Tall,59.00,59.00,full price,2021-08-01,3J056AT,3CR,451785,1987333CRXLT
WE LAYERING TANK,144,black lovely garden,1X,Womens,69.00,69.00,full price,2021-08-01,3J056AW,3CR,451786,1987343CR1X
WE LAYERING TANK,157,black lovely garden,2X,Womens,69.00,69.00,full price,2021-08-01,3J056AW,3CR,451787,1987343CR2X
WE LAYERING TANK,120,black lovely garden,3X,Womens,69.00,69.00,full price,2021-08-01,3J056AW,3CR,451788,1987343CR3X
WE LAYERING TANK,30,black lovely garden,4X,Womens,69.00,69.00,full price,2021-08-01,3J056AW,3CR,451789,1987343CR4X
WE NEW LONG TANK,10116,black,L,Misses,49.00,49.00,full price,2021-08-01,3J056A,780,335766,198731780L
WE NEW LONG TANK,8488,black,M,Misses,49.00,49.00,full price,2021-08-01,3J056A,780,335767,198731780M
WE NEW LONG TANK,4478,black,S,Misses,49.00,49.00,full price,2021-08-01,3J056A,780,335768,198731780S
WE NEW LONG TANK,7455,black,XL,Misses,49.00,49.00,full price,2021-08-01,3J056A,780,335769,198731780XL
WE NEW LONG TANK,624,black,XS,Misses,49.00,49.00,full price,2021-08-01,3J056A,780,335770,198731780XS
WE NEW LONG TANK,80,black,LP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,780,335781,198732780LP
WE NEW LONG TANK,168,black,MP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,780,335782,198732780MP
WE NEW LONG TANK,175,black,SP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,780,335783,198732780SP
WE NEW LONG TANK,70,black,XLP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,780,335784,198732780XLP
WE NEW LONG TANK,321,black,XSP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,780,335785,198732780XSP
WE NEW LONG TANK,98,black,LT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,780,335796,198733780LT
WE NEW LONG TANK,119,black,MT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,780,335797,198733780MT
WE NEW LONG TANK,149,black,ST,Tall,49.00,49.00,full price,2021-08-01,3J056AT,780,335798,198733780ST
WE NEW LONG TANK,51,black,XLT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,780,335799,198733780XLT
WE NEW LONG TANK,164,black,1X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,780,335808,1987347801X
WE NEW LONG TANK,368,black,2X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,780,335809,1987347802X
WE NEW LONG TANK,203,black,3X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,780,335810,1987347803X
WE NEW LONG TANK,74,black,4X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,780,335811,1987347804X
WE LAYERING TANK,193,white,L,Misses,49.00,49.00,full price,2021-08-01,3J056A,801,345870,198731801L
WE LAYERING TANK,554,white,M,Misses,49.00,49.00,full price,2021-08-01,3J056A,801,345871,198731801M
WE LAYERING TANK,568,white,S,Misses,49.00,49.00,full price,2021-08-01,3J056A,801,345872,198731801S
WE LAYERING TANK,172,white,XL,Misses,49.00,49.00,full price,2021-08-01,3J056A,801,345873,198731801XL
WE LAYERING TANK,906,white,XS,Misses,49.00,49.00,full price,2021-08-01,3J056A,801,345874,198731801XS
WE LAYERING TANK,104,white,LP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,801,345905,198732801LP
WE LAYERING TANK,252,white,MP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,801,345906,198732801MP
WE LAYERING TANK,283,white,SP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,801,345907,198732801SP
WE LAYERING TANK,36,white,XLP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,801,345908,198732801XLP
WE LAYERING TANK,233,white,XSP,Petite,49.00,49.00,full price,2021-08-01,3J056AP,801,345909,198732801XSP
WE LAYERING TANK,81,white,LT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,801,345938,198733801LT
WE LAYERING TANK,178,white,MT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,801,345939,198733801MT
WE LAYERING TANK,119,white,ST,Tall,49.00,49.00,full price,2021-08-01,3J056AT,801,345940,198733801ST
WE LAYERING TANK,48,white,XLT,Tall,49.00,49.00,full price,2021-08-01,3J056AT,801,345941,198733801XLT
WE LAYERING TANK,107,white,1X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,801,345966,1987348011X
WE LAYERING TANK,82,white,2X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,801,345967,1987348012X
WE LAYERING TANK,68,white,3X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,801,345968,1987348013X
WE LAYERING TANK,7,white,4X,Womens,55.00,55.00,full price,2021-08-01,3J056AW,801,345969,1987348014X
